TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2020,1.1
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2021,0.8
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2022,1.5
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2023,1.3
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2024,1.9
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2019,1.7
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2020,1.5
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2021,1.5
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2022,1.7
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2023,1.6
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2024,1.6
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2019,3.1
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2020,3.3
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2021,4.0
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2022,4.0
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2023,3.7
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2024,4.1
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2019,1.5
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2020,1.3
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2021,1.3
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2022,1.5
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2023,1.4
Angina/angina pectoris,Cardiovascular diseases,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2024,1.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2019,1.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2020,1.1
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2021,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2022,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2023,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2024,1.2
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2019,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2020,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2021,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2022,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2023,1.8
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2024,1.8
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2019,2.9
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2020,2.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2021,2.1
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2022,2.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2023,2.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2024,2.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2019,1.9
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2020,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2021,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2022,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2023,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2024,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2019,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2020,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2021,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2022,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2023,1.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2024,1.9
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2019,1.8
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2020,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2021,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2022,1.8
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2023,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2024,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2019,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2020,1.2
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2021,1.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2022,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2023,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2024,1.2
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2019,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2020,1.4
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2021,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2022,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2023,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2024,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2019,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2020,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2021,1.3
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2022,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2023,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2024,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2019,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2020,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2021,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2022,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2023,1.7
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2024,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2019,2.1
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2020,1.5
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2021,1.6
Angina/angina pectoris,Cardiovascular diseases,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2022,1.5
